material_id,project_id,project_budget,transaction_id,transaction_date,quantity,transport_mode,distance_covered,CO2_emission,project_name,project_start_date,project_end_date,project_location,supplier_id,material_name,material_category,supplier_name,supplier_location,supplier_rating
608,49,358049.89562397427,14,2020-01-02,95,Truck,206.62420085853753,3442.2781717915277,Project_49,2024-01-31,2024-07-31,City_A,2,Material_608,Binder,Supplier_2,City_E,5.0
207,63,453364.82315097307,15,2020-01-02,77,Drone,262.2181553300185,6055.423356352161,Project_63,2025-03-31,2025-09-30,City_B,5,Material_207,Insulation,Supplier_5,City_F,4.0
407,53,353875.5377386022,16,2020-01-02,92,Rail,243.31288730501913,9550.123145825113,Project_53,2024-05-31,2024-11-30,City_B,8,Material_407,Insulation,Supplier_8,City_E,4.0
923,33,211110.98807980525,17,2020-01-02,80,Rail,255.26546378377603,2677.8490194696,Project_33,2022-09-30,2023-03-30,City_C,1,Material_923,Binder,Supplier_1,City_E,2.0
44,2,413286.555898641,18,2020-01-02,27,Truck,121.09106101981673,2677.8490194696,Project_2,2020-02-29,2020-08-29,City_A,9,Material_44,Binder,Supplier_9,City_G,5.0
444,77,333857.07008845,19,2020-01-02,30,Drone,360.50707633389663,1278.2330227108764,Project_77,2026-05-31,2026-11-30,City_C,10,Material_444,Binder,Supplier_10,City_F,3.0
998,15,62947.22471966816,20,2020-01-02,10,Rail,25.12143666785334,119.37566092647818,Project_15,2021-03-31,2021-09-30,City_C,4,Material_998,Insulation,Supplier_4,City_G,1.0
208,58,227993.9347634459,21,2020-01-03,26,Rail,390.3294763740734,4638.453697036644,project_58,2024-10-31,2025-04-30,City_D,6,Material_208,Insulation,Supplier_6,City_E,1.0
513,12,53805.64013990858,22,03/01/2020,93,Truck,420.31654324345897,18378.966036170776,Project_12,2020-12-31,2021-06-30,City_A,6,Material_513,Binder,Supplier_6,City_E,1.0
302,58,227993.9347634459,23,2020-01-03,38,Truck,307.66225021283105,5264.544670902583,project_58,2024-10-31,2025-04-30,City_D,5,Material_302,Insulation,Supplier_5,City_F,4.0
193,46,285099.4498207758,24,2020-01-03,71,Rail,322.5363809194557,10375.228410663778,Project_46,2023-10-31,2024-04-30,City_A,6,Material_193,Insulation,Supplier_6,City_E,1.0
433,16,330919.16563907184,25,2020-01-03,25,Rail,220.79272991596045,1697.0155523351955,Project_16,2021-04-30,2021-10-30,City_A,6,Material_433,Binder,Supplier_6,City_E,1.0
650,30,66478.82415284181,26,03/01/2020,80,Rail,347.24275446476616,3112.5273765194197,project_30,2022-06-30,2022-12-30,City_B,10,Material_650,Structural,Supplier_10,City_F,3.0
53,9,124347.88119903025,27,2020-01-03,96,Rail,301.472454721452,5511.290342621098,Project_9,2020-09-30,2021-03-30,City_D,6,Material_53,Insulation,Supplier_6,City_E,1.0
204,45,119637.7663709079,28,2020-01-03,39,Truck,291.3940037503339,2319.610069463767,Project_45,2023-09-30,2024-03-30,City_B,8,Material_204,Insulation,Supplier_8,City_E,4.0
218,25,239766.68136443177,29,2020-01-03,56,Truck,284.7568303670237,4570.366017615033,Project_25,2022-01-31,2022-07-31,City_C,9,Material_218,Insulation,Supplier_9,City_G,5.0
197,19,255528.09819480203,30,2020-01-03,41,Rail,78.8943439580051,691.3500958203074,Project_19,2021-07-31,2022-01-31,City_B,6,Material_197,Insulation,Supplier_6,City_E,1.0
785,20,288014.4012885507,31,2020-01-04,49,Rail,375.0900741415009,5959.392337819328,Project_20,2021-08-31,2022-02-28,City_D,7,Material_785,Insulation,Supplier_7,City_G,4.0
570,32,248950.37356851666,32,04/01/2020,58,Truck,253.30083446384822,5226.9319555505945,Project_32,2022-08-31,2023-02-28,City_D,5,Material_570,Structural,Supplier_5,City_F,4.0
660,96,476895.4850634374,33,2020-01-04,72,Truck,411.1726632928297,5146.913465215613,Project_96,2027-12-31,2028-06-30,City_D,7,Material_660,Structural,Supplier_7,City_G,4.0
121,68,214864.93793364422,34,2020-01-04,2,Truck,153.34852966295009,94.9794342111795,project_68,2025-08-31,2026-02-28,City_A,5,Material_121,Structural,Supplier_5,City_F,4.0
547,1,378840.8485445615,35,2020-01-04,62,Drone,221.92034861511985,4789.3494397681225,Project_1,2020-01-31,2020-07-31,City_D,3,Material_547,Binder,Supplier_3,City_G,5.0
270,66,420563.3674756672,36,2020-01-04,6,Rail,372.6952849711883,427.74343642091424,Project_66,2025-06-30,2025-12-30,City_A,5,Material_270,Insulation,Supplier_5,City_F,4.0
222,77,333857.07008845,37,2020-01-04,45,Rail,185.18853282597496,2017.830551969595,Project_77,2026-05-31,2026-11-30,City_C,8,Material_222,Structural,Supplier_8,City_E,4.0
9,96,476895.4850634374,38,2020-01-04,68,Truck,195.30088489864735,4539.68331497638,Project_96,2027-12-31,2028-06-30,City_D,10,Material_9,Binder,Supplier_10,City_F,3.0
204,9,124347.88119903025,39,2020-01-04,31,Rail,414.6379213437381,5811.752682481088,Project_9,2020-09-30,2021-03-30,City_D,8,Material_204,Insulation,Supplier_8,City_E,4.0
836,85,68310.17177779334,40,2020-01-04,21,Rail,110.0873563016687,2677.8490194696,Project_85,2027-01-31,2027-07-31,City_A,4,Material_836,Binder,Supplier_4,City_G,1.0
551,73,396454.77809268725,41,2020-01-05,54,Truck,266.75006573668037,1719.3335846936684,Project_73,2026-01-31,2026-07-31,City_C,8,Material_551,Binder,Supplier_8,City_E,4.0
787,89,495606.54122965643,42,2020-01-05,77,Drone,160.63135320535974,4226.8826809577595,Project_89,2027-05-31,2027-11-30,City_B,7,Material_787,Insulation,Supplier_7,City_G,4.0
325,72,310976.3635924036,43,2020-01-05,85,Drone,87.07374636688624,748.3240493347789,Project_72,2025-12-31,2026-06-30,City_D,4,Material_325,Insulation,Supplier_4,City_G,1.0
502,88,109869.87971519976,44,2020-01-05,28,Drone,191.94247241305212,2677.8490194696,Project_88,2027-04-30,2027-10-30,City_A,10,Material_502,Structural,Supplier_10,City_F,3.0
223,82,233331.71969618674,45,2020-01-05,53,Drone,419.42083396371714,2633.3510617611346,project_82,2026-10-31,2027-04-30,City_D,1,Material_223,Structural,Supplier_1,City_E,2.0
499,44,232917.60883951094,46,2020-01-05,70,Drone,266.75006573668037,2677.8490194696,Project_44,2023-08-31,2024-02-29,City_C,6,Material_499,Structural,Supplier_6,City_E,1.0
901,93,155402.0197601285,47,2020-01-05,10,Drone,211.7896037533789,438.1425466878337,Project_93,2027-09-30,2028-03-30,City_B,6,Material_901,Binder,Supplier_6,City_E,1.0
326,19,255528.09819480203,48,2020-01-05,7,Drone,110.3412633897336,203.280016832361,Project_19,2021-07-31,2022-01-31,City_B,3,Material_326,Binder,Supplier_3,City_G,5.0
196,47,175912.74088626273,49,2020-01-05,97,Drone,412.7465983165683,6676.540610882379,Project_47,2023-11-30,2024-05-30,City_B,1,Material_196,Binder,Supplier_1,City_E,2.0
750,19,255528.09819480203,50,2020-01-05,70,Rail,383.81409354699747,11656.112920730518,Project_19,2021-07-31,2022-01-31,City_B,10,Material_750,Insulation,Supplier_10,City_F,3.0
66,77,333857.07008845,51,2020-01-06,80,Truck,43.417016084061025,986.7070278063923,Project_77,2026-05-31,2026-11-30,City_C,4,Material_66,Structural,Supplier_4,City_G,1.0
605,70,403635.9796424347,52,2020-01-06,38,Rail,432.4642522420544,5997.456629372358,Project_70,2025-10-31,2026-04-30,City_D,4,Material_605,Structural,Supplier_4,City_G,1.0
662,4,373704.3782423853,53,2020-01-06,30,Drone,45.7603178598368,244.33794219052547,Project_4,2020-04-30,2020-10-30,City_A,5,Material_662,Insulation,Supplier_5,City_F,4.0
488,48,397782.0284033645,54,2020-01-06,29,Rail,37.43041367301898,304.0285875313702,project_48,2023-12-31,2024-06-30,City_A,6,Material_488,Binder,Supplier_6,City_E,1.0
903,8,171342.0480332275,55,2020-01-06,36,Truck,460.9298927596445,5060.308480048532,Project_8,2020-08-31,2021-02-28,City_B,9,Material_903,Insulation,Supplier_9,City_G,5.0
255,67,217953.31791087778,56,2020-01-06,32,Truck,237.18955761511793,2271.9670631879794,Project_67,2025-07-31,2026-01-31,City_B,4,Material_255,Insulation,Supplier_4,City_G,1.0
601,26,350972.87250600185,57,2020-01-06,99,Rail,18.079593326234086,829.9933657388805,Project_26,2022-02-28,2022-08-28,City_C,1,Material_601,Binder,Supplier_1,City_E,2.0
241,24,472658.090580287,58,2020-01-06,29,Drone,113.26994238556497,508.8232203992683,Project_24,2021-12-31,2022-06-30,City_B,10,Material_241,Binder,Supplier_10,City_F,3.0
335,72,310976.3635924036,59,2020-01-06,24,Truck,49.420623455489604,315.14496969414233,Project_72,2025-12-31,2026-06-30,City_D,4,Material_335,Binder,Supplier_4,City_G,1.0
287,14,225611.09988986986,60,2020-01-06,46,Rail,407.87641303447595,8939.367087457598,Project_14,2021-02-28,2021-08-28,City_B,10,Material_287,Binder,Supplier_10,City_F,3.0
938,51,435050.4278502507,61,2020-01-07,5,Drone,407.9212353079334,1015.0179833023101,Project_51,2024-03-31,2024-09-30,City_B,4,Material_938,Binder,Supplier_4,City_G,1.0
565,36,211495.2867043449,62,2020-01-07,26,Drone,75.4698164849558,2677.8490194696,Project_36,2022-12-31,2023-06-30,City_C,2,Material_565,Insulation,Supplier_2,City_E,5.0
686,96,476895.4850634374,63,2020-01-07,1,Rail,164.2115711102208,65.06586980966418,Project_96,2027-12-31,2028-06-30,City_D,7,Material_686,Structural,Supplier_7,City_G,4.0
709,37,412111.918759355,64,2020-01-07,11,Rail,331.9342290197334,751.8686597247164,Project_37,2023-01-31,2023-07-31,City_A,7,Material_709,Structural,Supplier_7,City_G,4.0
398,49,358049.89562397427,65,2020-01-07,61,Rail,149.8280628755851,4504.600006721166,Project_49,2024-01-31,2024-07-31,City_A,5,Material_398,Binder,Supplier_5,City_F,4.0
284,87,129283.67943618153,66,07/01/2020,22,Rail,116.7427010244895,368.6070838514221,Project_87,2027-03-31,2027-09-30,City_A,5,Material_284,Insulation,Supplier_5,City_F,4.0
454,99,365138.35458091594,67,2020-01-07,40,Truck,316.29030489224164,2011.1418440273844,Project_99,2028-03-31,2028-09-30,City_C,3,Material_454,Structural,Supplier_3,City_G,5.0
227,22,270037.4610087137,68,2020-01-07,28,Rail,286.73792066278713,3027.305705267354,Project_22,2021-10-31,2022-04-30,City_C,6,Material_227,Structural,Supplier_6,City_E,1.0
703,44,232917.60883951094,69,2020-01-07,70,Truck,368.5543187710491,2677.8490194696,Project_44,2023-08-31,2024-02-29,City_C,3,Material_703,Binder,Supplier_3,City_G,5.0
26,47,175912.74088626273,70,2020-01-07,60,Truck,275.3078547000717,1951.7949774924984,Project_47,2023-11-30,2024-05-30,City_B,10,Material_26,Binder,Supplier_10,City_F,3.0
359,41,350930.0527123332,71,2020-01-08,14,Drone,475.03010319279167,1622.849957976301,Project_41,2023-05-31,2023-11-30,City_A,3,Material_359,Structural,Supplier_3,City_G,5.0
355,40,229205.31997844914,72,2020-01-08,30,Truck,388.92158140065436,5744.536176658761,Project_40,2023-04-30,2023-10-30,City_A,4,Material_355,Binder,Supplier_4,City_G,1.0
899,4,373704.3782423853,73,2020-01-08,68,Rail,41.25365305398407,723.1786191636893,Project_4,2020-04-30,2020-10-30,City_A,3,Material_899,Binder,Supplier_3,City_G,5.0
140,79,367135.64677576104,74,2020-01-08,92,Truck,28.40900009489777,853.3003384068461,Project_79,2026-07-31,2027-01-31,City_D,7,Material_140,Structural,Supplier_7,City_G,4.0
764,79,367135.64677576104,75,08/01/2020,79,Truck,487.0556458380558,15018.81975043891,Project_79,2026-07-31,2027-01-31,City_D,1,Material_764,Structural,Supplier_1,City_E,2.0
154,64,210980.2417194673,76,08/01/2020,8,Drone,10.233142407317061,33.73615965795557,Project_64,2025-04-30,2025-10-30,City_D,7,Material_154,Insulation,Supplier_7,City_G,4.0
261,34,301297.7535921101,77,08/01/2020,37,Rail,58.53337050379691,835.995176683618,Project_34,2022-10-31,2023-04-30,City_D,9,Material_261,Insulation,Supplier_9,City_G,5.0
103,8,171342.0480332275,78,2020-01-08,95,Drone,344.7308691741413,7754.616619547211,Project_8,2020-08-31,2021-02-28,City_B,6,Material_103,Insulation,Supplier_6,City_E,1.0
43,17,309900.67695988156,79,2020-01-08,45,Drone,495.76232139951986,6362.3104995024205,Project_17,2021-05-31,2021-11-30,City_C,9,Material_43,Structural,Supplier_9,City_G,5.0
60,55,417126.2859611962,80,2020-01-08,64,Rail,49.09324471005045,1037.2846429750712,Project_55,2024-07-31,2025-01-31,City_C,2,Material_60,Binder,Supplier_2,City_E,5.0
658,90,270037.4610087137,81,2020-01-09,60,Truck,229.08608997967576,5194.2174211252295,Project_90,2027-06-30,2027-12-30,City_D,1,Material_658,Structural,Supplier_1,City_E,2.0
1000,28,219504.44018930904,82,2020-01-09,31,Drone,266.75006573668037,1402.8374885309756,Project_28,2022-04-30,2022-10-30,City_A,3,Material_1000,Structural,Supplier_3,City_G,5.0
315,65,258785.2459515074,83,2020-01-09,2,Rail,463.31788754007897,289.9514927429886,Project_65,2025-05-31,2025-11-30,City_B,3,Material_315,Insulation,Supplier_3,City_G,5.0
505,50,270037.4610087137,84,2020-01-09,48,Truck,454.65079916853114,9012.347306255624,Project_50,2024-02-29,2024-08-29,City_D,5,Material_505,Insulation,Supplier_5,City_F,4.0
908,5,109416.96149962294,85,2020-01-09,43,Rail,449.90210625044284,5480.1159944969195,Project_5,2020-05-31,2020-11-30,City_A,1,Material_908,Insulation,Supplier_1,City_E,2.0
528,71,268953.9219634791,86,2020-01-09,64,Drone,434.4489727917055,11647.762174403482,Project_71,2025-11-30,2026-05-30,City_A,10,Material_528,Insulation,Supplier_10,City_F,3.0
265,89,495606.54122965643,87,2020-01-09,47,Rail,298.24348272665634,2137.578871761116,Project_89,2027-05-31,2027-11-30,City_B,5,Material_265,Structural,Supplier_5,City_F,4.0
994,10,438254.9508369453,88,09/01/2020,10,Rail,404.91752451407524,786.3856642165048,Project_10,2020-10-31,2021-04-30,City_A,6,Material_994,Insulation,Supplier_6,City_E,1.0
935,57,186518.78932132584,89,09/01/2020,64,Truck,99.2375129288044,2507.8609460679613,Project_57,2024-09-30,2025-03-30,City_D,2,Material_935,Binder,Supplier_2,City_E,5.0
607,11,398383.125959501,90,2020-01-09,92,Drone,387.6727549344846,16384.011779725606,Project_11,2020-11-30,2021-05-30,City_D,2,Material_607,Structural,Supplier_2,City_E,5.0
987,45,119637.7663709079,91,2020-01-10,72,Rail,226.40149441687325,3481.7828458121844,Project_45,2023-09-30,2024-03-30,City_B,9,Material_987,Binder,Supplier_9,City_G,5.0
734,66,420563.3674756672,92,2020-01-10,93,Truck,14.324197919510242,368.53927744826103,Project_66,2025-06-30,2025-12-30,City_A,6,Material_734,Insulation,Supplier_6,City_E,1.0
905,40,229205.31997844914,93,10/01/2020,30,Truck,476.53723115695936,4645.181450708711,Project_40,2023-04-30,2023-10-30,City_A,1,Material_905,Structural,Supplier_1,City_E,2.0
235,14,225611.09988986986,94,2020-01-10,13,Drone,385.006055676045,1926.1286077625687,Project_14,2021-02-28,2021-08-28,City_B,9,Material_235,Binder,Supplier_9,City_G,5.0
613,93,155402.0197601285,95,2020-01-10,83,Truck,334.64050375572407,3839.3558301572957,Project_93,2027-09-30,2028-03-30,City_B,10,Material_613,Insulation,Supplier_10,City_F,3.0
929,20,288014.4012885507,96,2020-01-10,2,Truck,315.5826367097058,214.43074724728507,Project_20,2021-08-31,2022-02-28,City_D,2,Material_929,Structural,Supplier_2,City_E,5.0
949,65,258785.2459515074,97,2020-01-10,69,Drone,484.6389573660912,13391.04724495665,Project_65,2025-05-31,2025-11-30,City_B,9,Material_949,Insulation,Supplier_9,City_G,5.0
679,19,255528.09819480203,98,2020-01-10,16,Truck,460.7012486461653,3495.178367735367,Project_19,2021-07-31,2022-01-31,City_B,3,Material_679,Binder,Supplier_3,City_G,5.0
811,16,330919.16563907184,99,2020-01-10,34,Drone,95.91417230353633,1223.8292599588297,Project_16,2021-04-30,2021-10-30,City_A,7,Material_811,Insulation,Supplier_7,City_G,4.0
170,15,62947.22471966816,100,2020-01-10,99,Truck,255.9512283277094,6082.149863166568,Project_15,2021-03-31,2021-09-30,City_C,2,Material_170,Structural,Supplier_2,City_E,5.0
194,6,123766.42539278559,101,2020-01-11,50,Drone,363.6700660061779,2839.5229859570463,Project_6,2020-06-30,2020-12-30,City_D,8,Material_194,Insulation,Supplier_8,City_E,4.0
728,62,96226.48180300942,102,2020-01-11,35,Truck,463.400963135967,8088.371027632826,Project_62,2025-02-28,2025-08-28,City_A,1,Material_728,Structural,Supplier_1,City_E,2.0
777,46,285099.4498207758,103,2020-01-11,56,Drone,57.89720296370853,707.379832832654,Project_46,2023-10-31,2024-04-30,City_A,2,Material_777,Binder,Supplier_2,City_E,5.0
776,35,425806.94611365424,104,2020-01-11,25,Rail,306.38653705345314,2677.8490194696,Project_35,2022-11-30,2023-05-30,City_D,9,Material_776,Binder,Supplier_9,City_G,5.0
922,75,299196.9755300338,105,2020-01-11,4,Rail,126.93215858368059,182.89718780416698,Project_75,2026-03-31,2026-09-30,City_D,5,Material_922,Insulation,Supplier_5,City_F,4.0
915,52,152404.84224091633,106,2020-01-11,48,Truck,438.58466800587445,2677.8490194696,Project_52,2024-04-30,2024-10-30,City_A,3,Material_915,Insulation,Supplier_3,City_G,5.0
153,53,353875.5377386022,107,2020-01-11,96,Truck,164.55732273568984,3789.61828886317,Project_53,2024-05-31,2024-11-30,City_B,1,Material_153,Insulation,Supplier_1,City_E,2.0
798,15,62947.22471966816,108,2020-01-11,64,Truck,125.20618368839735,2697.19168123485,Project_15,2021-03-31,2021-09-30,City_C,4,Material_798,Binder,Supplier_4,City_G,1.0
136,7,90799.55375228907,109,11/01/2020,59,Truck,288.2817314387036,2618.113819757566,Project_7,2020-07-31,2021-01-31,City_B,10,Material_136,Structural,Supplier_10,City_F,3.0
978,53,353875.5377386022,110,2020-01-11,94,Truck,57.53211643738296,619.8099857611187,Project_53,2024-05-31,2024-11-30,City_B,4,Material_978,Insulation,Supplier_4,City_G,1.0
137,45,119637.7663709079,111,2020-01-12,98,Drone,45.430947009415135,1787.4808023174887,Project_45,2023-09-30,2024-03-30,City_B,10,Material_137,Structural,Supplier_10,City_F,3.0
268,70,403635.9796424347,112,2020-01-12,89,Rail,141.10861189571995,1997.0676645238543,Project_70,2025-10-31,2026-04-30,City_D,9,Material_268,Insulation,Supplier_9,City_G,5.0
41,98,270037.4610087137,113,2020-01-12,96,Truck,266.75006573668037,4818.868381597213,Project_98,2028-02-29,2028-08-29,City_B,2,Material_41,Structural,Supplier_2,City_E,5.0
876,36,211495.2867043449,114,12/01/2020,34,Rail,252.53722471941163,1120.6209910395032,Project_36,2022-12-31,2023-06-30,City_C,1,Material_876,Binder,Supplier_1,City_E,2.0
520,87,129283.67943618153,115,2020-01-12,35,Drone,87.95483340046265,1199.7697966446367,Project_87,2027-03-31,2027-09-30,City_A,2,Material_520,Insulation,Supplier_2,City_E,5.0
929,31,326403.58447628404,116,2020-01-12,29,Drone,166.08053706805313,1318.2372902194215,Project_31,2022-07-31,2023-01-31,City_D,2,Material_929,Structural,Supplier_2,City_E,5.0
609,58,227993.9347634459,117,2020-01-12,35,Truck,478.63135312126343,2925.9654955424835,project_58,2024-10-31,2025-04-30,City_D,10,Material_609,Structural,Supplier_10,City_F,3.0
210,16,330919.16563907184,118,2020-01-12,28,Rail,199.25539689477512,1003.8240132664882,Project_16,2021-04-30,2021-10-30,City_A,3,Material_210,Insulation,Supplier_3,City_G,5.0
739,13,77522.87076632929,119,2020-01-12,58,Truck,409.3013706089567,8468.200952674446,Project_13,2021-01-31,2021-07-31,City_D,4,Material_739,Binder,Supplier_4,City_G,1.0
171,37,412111.918759355,120,2020-01-12,63,Rail,482.70035066414596,7700.378282688494,Project_37,2023-01-31,2023-07-31,City_A,6,Material_171,Structural,Supplier_6,City_E,1.0
908,5,109416.96149962294,121,13/01/2020,74,Truck,194.42547908799204,1613.3288140232817,Project_5,2020-05-31,2020-11-30,City_A,1,Material_908,Insulation,Supplier_1,City_E,2.0
284,64,210980.2417194673,122,2020-01-13,77,Drone,278.8618118232243,2996.2193226031986,Project_64,2025-04-30,2025-10-30,City_D,5,Material_284,Insulation,Supplier_5,City_F,4.0
578,43,111018.97531515686,123,2020-01-13,97,Truck,265.338482338361,3999.375706789868,Project_43,2023-07-31,2024-01-31,City_C,1,Material_578,Binder,Supplier_1,City_E,2.0
125,78,481627.99238815747,124,2020-01-13,86,Truck,354.0108638779337,6545.406472966058,Project_78,2026-06-30,2026-12-30,City_D,2,Material_125,Insulation,Supplier_2,City_E,5.0
828,35,425806.94611365424,125,2020-01-13,41,Drone,293.9641614088058,1985.4361976965968,Project_35,2022-11-30,2023-05-30,City_D,2,Material_828,Structural,Supplier_2,City_E,5.0
743,85,68310.17177779334,126,2020-01-13,50,Rail,278.7178428887416,4396.59908143222,Project_85,2027-01-31,2027-07-31,City_A,8,Material_743,Structural,Supplier_8,City_E,4.0
946,49,358049.89562397427,127,13/01/2020,43,Drone,38.732404965527834,262.95247306920595,Project_49,2024-01-31,2024-07-31,City_A,6,Material_946,Binder,Supplier_6,City_E,1.0
994,79,367135.64677576104,128,2020-01-13,74,Truck,311.35728253088547,3935.172000452242,Project_79,2026-07-31,2027-01-31,City_D,6,Material_994,Insulation,Supplier_6,City_E,1.0
728,72,310976.3635924036,129,2020-01-13,53,Truck,479.18821237568727,4061.5184481584492,Project_72,2025-12-31,2026-06-30,City_D,1,Material_728,Structural,Supplier_1,City_E,2.0
827,68,214864.93793364422,130,2020-01-13,7,Drone,289.5485429146519,624.0512191849044,project_68,2025-08-31,2026-02-28,City_A,1,Material_827,Insulation,Supplier_1,City_E,2.0
160,49,358049.89562397427,131,2020-01-14,17,Drone,11.828230201670037,88.5170066558834,Project_49,2024-01-31,2024-07-31,City_A,10,Material_160,Insulation,Supplier_10,City_F,3.0
638,38,89532.73431129847,132,2020-01-14,36,Drone,487.0444289309206,8582.615837419857,Project_38,2023-02-28,2023-08-28,City_C,9,Material_638,Insulation,Supplier_9,City_G,5.0
953,75,299196.9755300338,133,2020-01-14,74,Drone,262.99934900103267,4961.93328658349,Project_75,2026-03-31,2026-09-30,City_D,1,Material_953,Structural,Supplier_1,City_E,2.0
544,52,152404.84224091633,134,2020-01-14,88,Drone,365.3946724010083,4275.7608058928645,Project_52,2024-04-30,2024-10-30,City_A,5,Material_544,Insulation,Supplier_5,City_F,4.0
150,1,378840.8485445615,135,2020-01-14,91,Drone,266.75006573668037,896.2424086114429,Project_1,2020-01-31,2020-07-31,City_D,6,Material_150,Insulation,Supplier_6,City_E,1.0
79,33,211110.98807980525,136,2020-01-14,90,Drone,2869.3752287491207,4153.982426766969,Project_33,2022-09-30,2023-03-30,City_C,3,Material_79,Insulation,Supplier_3,City_G,5.0
666,53,353875.5377386022,137,2020-01-14,81,Truck,37.60585281397843,940.8687373797076,Project_53,2024-05-31,2024-11-30,City_B,9,Material_666,Insulation,Supplier_9,City_G,5.0
43,52,152404.84224091633,138,2020-01-14,42,Truck,363.42959278485387,1528.3245471598896,Project_52,2024-04-30,2024-10-30,City_A,9,Material_43,Structural,Supplier_9,City_G,5.0
84,59,919743.8851142318,139,14/01/2020,62,Truck,86.47012849563531,1026.1998974364717,Project_59,2024-11-30,2025-05-30,City_D,5,Material_84,Structural,Supplier_5,City_F,4.0
465,50,270037.4610087137,140,2020-01-14,52,Drone,67.70236347234561,1350.375844920709,Project_50,2024-02-29,2024-08-29,City_D,5,Material_465,Structural,Supplier_5,City_F,4.0
481,1,378840.8485445615,141,2020-01-15,27,Rail,156.81007848000667,824.2801248761189,Project_1,2020-01-31,2020-07-31,City_D,5,Material_481,Insulation,Supplier_5,City_F,4.0
956,37,412111.918759355,142,15/01/2020,25,Drone,266.75006573668037,4078.4442611006752,Project_37,2023-01-31,2023-07-31,City_A,8,Material_956,Binder,Supplier_8,City_E,4.0
717,81,82501.87961088613,143,2020-01-15,79,Drone,80.6892750828738,2540.0097723666518,project_81,2026-09-30,2027-03-30,City_A,4,Material_717,Binder,Supplier_4,City_G,1.0
340,79,367135.64677576104,144,2020-01-15,20,Drone,417.17431666286365,3624.089293004769,Project_79,2026-07-31,2027-01-31,City_D,5,Material_340,Structural,Supplier_5,City_F,4.0
929,83,145039.18208198238,145,2020-01-15,12,Truck,282.57854765289846,927.2260797089046,Project_83,2026-11-30,2027-05-30,City_D,2,Material_929,Structural,Supplier_2,City_E,5.0
731,82,233331.71969618674,146,2020-01-15,1,Drone,102.77467834191975,40.83893136092893,project_82,2026-10-31,2027-04-30,City_D,8,Material_731,Structural,Supplier_8,City_E,4.0
872,3,482948.43543472525,147,2020-01-15,73,Truck,308.0654626530584,5365.480327176161,Project_3,2020-03-31,2020-09-30,City_C,4,Material_872,Structural,Supplier_4,City_G,1.0
640,41,350930.0527123332,148,2020-01-15,58,Rail,408.8965110770617,3352.711227416272,Project_41,2023-05-31,2023-11-30,City_A,1,Material_640,Structural,Supplier_1,City_E,2.0
685,41,350930.0527123332,149,2020-01-15,30,Rail,232.17279210541207,2137.9054306905005,Project_41,2023-05-31,2023-11-30,City_A,7,Material_685,Structural,Supplier_7,City_G,4.0
